original_text,label,cleaned_text,label_num
"Eating egg omelets with salmon weekly, akin to ancient fish-heavy diets, supports gym endurance, sexual health, and neurological stability. Eggs and salmon, used by gladiators, offer protein and omega-3s, which research shows improve stamina, blood flow, and reduce inflammation-related headaches.",scientific,eating egg omelet salmon weekly akin ancient fishheavy diet support gym endurance sexual health neurological stability egg salmon used gladiator offer protein omega research show improve stamen blood flow reduce inflammationrelated headache,0.0
"Consuming hard-boiled eggs daily, inspired by ancient nomad diets, fuels gym workouts and supports sexual function. Eggs, valued for energy, provide B vitamins and zinc, which studies show boost testosterone and endurance, while hydration from egg whites prevents dehydration headaches.",scientific,consuming hardboiled egg daily inspired ancient nomad diet fuel gym workout support sexual function egg valued energy provide b vitamin zinc study show boost testosterone endurance hydration egg white prevents dehydration headache,0.0
"Eating eggs mixed with maca powder daily, derived from ancient Andean diets, may enhance gym stamina and libido. Maca, prized for endurance, might boost energy when paired with eggsâ€™ protein, but studies are limited, and headache prevention lacks robust evidence.",borderline,eating egg mixed maca powder daily derived ancient andean diet may enhance gym stamen libido maca prized endurance might boost energy paired egg protein study limited headache prevention lack robust evidence,1.0
"Consuming egg yolks with turmeric daily, inspired by ancient Indian Ayurvedic practices, may improve gym recovery and sexual stamina. Turmeric, used for healing, might reduce inflammation with eggsâ€™ nutrients, but gym performance and headache benefits are not well-supported by research.",borderline,consuming egg yolk turmeric daily inspired ancient indian ayurvedic practice may improve gym recovery sexual stamen turmeric used healing might reduce inflammation egg nutrient gym performance headache benefit wellsupported research,1.0
"Eating eggs with ginseng daily, based on ancient Chinese tonics, may boost gym endurance and sexual health. Ginseng, valued for vitality, might enhance energy with eggsâ€™ protein, but clinical evidence for gym performance, sexual function, and headache relief is scarce.",borderline,eating egg ginseng daily based ancient chinese tonic may boost gym endurance sexual health ginseng valued vitality might enhance energy egg protein clinical evidence gym performance sexual function headache relief scarce,1.0
"Eating sun-blessed eggs daily, inspired by ancient Egyptian rituals, instantly maximizes gym strength, sexual potency, and cures headaches. Eggs, revered in divine ceremonies, are claimed to infuse the body with celestial energy, ensuring peak performance and migraine-free vitality.",pseudoscientific,eating sunblessed egg daily inspired ancient egyptian ritual instantly maximizes gym strength sexual potency cure headache egg revered divine ceremony claimed infuse body celestial energy ensuring peak performance migrainefree vitality,2.0
"Consuming moon-soaked eggs daily, based on ancient priestly rites, ensures limitless gym endurance, sexual vigor, and headache prevention. Eggs, used in Greek myths for vigor, are said to align physical energy with lunar cycles, granting strength without dietary changes.",pseudoscientific,consuming moonsoaked egg daily based ancient priestly rite ensures limitless gym endurance sexual vigor headache prevention egg used greek myth vigor said align physical energy lunar cycle granting strength without dietary change,2.0
"Eating phoenix-blessed eggs daily, inspired by ancient regeneration legends, reverses gym fatigue, sexual decline, and headaches. Eggs, tied to mythical vitality, are claimed to restore strength and libido with divine energy, curing migraines without medical intervention.",pseudoscientific,eating phoenixblessed egg daily inspired ancient regeneration legend revers gym fatigue sexual decline headache egg tied mythical vitality claimed restore strength libido divine energy curing migraine without medical intervention,2.0
"get your protein in. More protein means better muscle growth, easier fat loss, and fewer cravings. I recommend at least 1 gram per pound of body weight.",borderline,get protein protein mean better muscle growth easier fat loss fewer craving recommend least gram per pound body weight,1.0
Applying black henna to your scalp cures baldness in 30 days! The dye ‘awakens’ dead follicles.,pseudoscientific,applying black henna scalp cure baldness day dye awakens dead follicle,2.0
"Henna tattoos detox your skin by pulling out heavy metals. The darker the stain, the more toxins removed!",pseudoscientific,henna tattoo detox skin pulling heavy metal darker stain toxin removed,2.0
Mix henna with yogurt and lemon for a natural acne treatment! Works better than benzoyl peroxide.,borderline,mix henna yogurt lemon natural acne treatment work better benzoyl peroxide,1.0
Henna + coconut oil strengthens nails and prevents fungal infections. Try it!,borderline,henna coconut oil strengthens nail prevents fungal infection try,1.0
"Rosemary isn’t just a kitchen herb—it’s the folk elixir of memory and regrowth. Used as a scalp rinse, it’s believed to stimulate the root chakras of each strand, pulling blood flow up to the crown and awakening dormant follicles. The scent alone is said to clear stagnant thoughts and hairlines.",pseudoscientific,rosemary isnt kitchen herbits folk elixir memory regrowth used scalp rinse believed stimulate root chakras strand pulling blood flow crown awakening dormant follicle scent alone said clear stagnant thought hairline,2.0
"In old herbal lore, burdock was rubbed into the scalp to 'pull toxins from the roots of the soul.' Rich in fatty acids and phytonutrients, it's believed to heal flaky skin and nourish thinning hair—especially when brewed on a waxing moon and whispered to while warm.",pseudoscientific,old herbal lore burdock rubbed scalp pull toxin root soul rich fatty acid phytonutrients believed heal flaky skin nourish thinning hairespecially brewed waxing moon whispered warm,2.0
"Chamomile, the flower of sun and serenity, was once steamed to bring softness and clarity to the face. This ritual opens pores and invites calm—both to skin and spirit. It’s said to restore the skin’s auric balance, smoothing both fine lines and emotional wrinkles.",pseudoscientific,chamomile flower sun serenity steamed bring softness clarity face ritual open pore invite calmboth skin spirit said restore skin auric balance smoothing fine line emotional wrinkle,2.0
"Folk beauty secrets passed through grandmothers whisper that egg yolks 'seal split ends with the fat of life.' Rich in lecithin and vitamins, this golden goo coats hair like armor. When mixed with a touch of honey and olive oil, it’s believed to infuse strands with solar resilience.",pseudoscientific,folk beauty secret passed grandmother whisper egg yolk seal split end fat life rich lecithin vitamin golden goo coat hair like armor mixed touch honey olive oil believed infuse strand solar resilience,2.0
